MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,SNID,ACTION,COMMENT,TIME,USER,OBJID_COPY,BATCH
58375.2,r,40.46,8.9061,4096,0.308,31.768,3.065,28.6,16.8,1.04,2026.82,145.9,773304,41,5468711,Other,masked,05/29/20 13:06:38,ramorgan2,264902610.0,57
58438.02,z,241.41,23.733,4608,0.44,31.368000000000002,2.086,104.5,32.9,0.94,1892.3,4072.97,794399,48,5584330,Other,double click,06/17/20 13:28:57,ramorgan2,273445421.0,58
58451.06,g,16.017,3.2403,4096,0.383,31.627,1.618,19.5,10.4,1.08,1350.84,1537.3,797423,21,5639275,Other,masking but potentially real transient,05/31/20 18:50:07,ramorgan2,277644377.0,58
58438.02,z,142.35,23.809,4096,0.41,31.368000000000002,2.086,104.5,32.9,0.94,1262.12,4072.22,794399,48,5584331,Other,masked,06/17/20 17:52:41,ramorgan2,273445422.0,59
58437.178,i,150.67,11.295,4096,0.308,31.688,1.784,64.1,25.7,0.98,20.7,2881.22,794109,30,5618695,Other,masked,05/31/20 19:01:50,ramorgan2,273207890.0,59
58429.055,g,74.973,7.2234,12290,0.8079999999999999,31.637,3.094,22.9,11.1,0.96,2028.32,1514.38,791592,57,5851178,Other,masked,05/31/20 19:02:26,ramorgan2,271673963.0,59
58481.1,g,19.017,2.8784,4096,0.28,32.974000000000004,2.369,36.8,38.4,0.92,218.06,3745.41,807024,40,5765949,Other,lensy,05/31/20 19:01:09,ramorgan2,288670524.0,59
58376.269,g,77.34,4.5616,4096,0.313,31.647,2.075,19.5,10.7,0.95,1236.42,168.61,773772,23,5814408,Other,lensy,05/31/20 19:03:11,ramorgan2,286628796.0,59
58431.31200000001,g,281.76,9.182,4096,0.53,31.64,2.76,19.7,11.0,0.95,2026.24,2819.67,792545,23,5571208,Other,masked,05/31/20 19:05:20,ramorgan2,272692217.0,59
58428.115,r,57.934,6.4213,4096,0.6629999999999999,31.731,2.12,33.5,12.7,0.98,995.51,1328.93,791231,14,5840037,Other,double click,06/17/20 13:51:47,ramorgan2,287563000.0,60
58468.074,z,40.624,8.1847,4096,0.314,32.937,1.645,161.5,154.9,0.97,1810.87,3967.8,803534,22,5791177,Other,lensy,06/17/20 17:50:53,ramorgan2,285839117.0,60
58481.15900000001,r,18.294,3.7169,4096,0.322,33.089,2.34,56.4,56.1,1.04,23.86,2876.43,807039,34,5868626,Other,lensy,05/31/20 19:08:37,ramorgan2,288766235.0,60
58410.295,z,143.6,25.912,4096,0.537,31.451999999999998,2.721,81.9,43.9,0.9,1263.95,56.95,785090,7,5561216,Other,masked,06/01/20 20:51:27,ashandonay,269691392.0,61
58468.04,z,63.018,10.86,4096,0.35700000000000004,32.929,2.079,170.4,152.6,0.98,28.01,2171.65,803526,51,5791562,Other,masked,06/01/20 20:56:30,ashandonay,285798131.0,61
58454.264,g,31.555999999999997,4.1702,4096,0.41600000000000004,31.588,1.848,22.0,9.1,0.96,353.09,34.51,798700,37,5659215,Other,masked,06/01/20 20:48:03,ashandonay,279167342.0,61
58431.066,g,153.67,9.0608,4096,0.56,31.614,2.6060000000000003,23.4,8.7,0.98,22.94,455.99,792388,28,5827982,Other,masked,06/01/20 20:55:58,ashandonay,272229279.0,61
58453.186,r,135.91,4.8562,12288,0.778,31.749,1.497,33.7,14.8,0.99,857.0,1402.01,798269,37,5499989,Other,,06/03/20 00:34:16,ramorgan2,277820125.0,62
58430.20400000001,r,199.09,10.103,4098,0.399,31.767,2.177,36.3,16.3,0.97,2028.69,3414.01,792080,24,5553197,Other,masked,06/05/20 22:52:00,ashandonay,271515148.0,63
58483.092,g,42.947,3.9968,4096,0.52,32.954,2.26,34.4,34.8,0.96,1857.49,1158.06,807629,32,5882105,Other,masked,06/03/20 00:53:37,ashandonay,290103983.0,63
58455.224,g,58.44,4.3019,12288,0.93,31.617,2.2,19.7,9.2,0.9,1247.47,2204.01,799041,11,5667433,Other,,06/05/20 22:26:57,ramorgan2,282541405.0,63
58459.285,g,43.15,5.0425,4096,0.48,31.621,2.548,18.9,10.7,1.07,234.19,25.66,800486,20,5746757,Other,masked,06/05/20 22:24:19,ashandonay,281792628.0,64
58430.097,g,150.32,9.9853,4096,0.48,31.581,2.443,22.3,8.0,0.92,22.21,3430.84,792014,1,5855893,Other,masked,06/05/20 22:57:40,ashandonay,271390535.0,64
58468.04,z,67.0,11.395999999999999,4096,0.18,32.929,2.079,170.4,152.6,0.98,1627.42,605.41,803526,51,5801749,Other,masked,06/04/20 23:08:37,ashandonay,285798020.0,65
58430.277,r,28.395,6.2016,4096,0.312,31.765,2.171,34.9,14.6,0.98,974.91,525.62,792131,14,5855972,Other,masked,06/11/20 20:55:07,ashandonay,288175670.0,66
58448.13,i,55.219,8.1685,4096,0.336,31.709,1.578,61.2,28.1,0.98,347.57,21.38,796345,51,5683707,Other,masked,06/11/20 20:53:27,ashandonay,281055320.0,66
58482.155,r,302.72,11.82,4098,0.413,33.083,2.699,49.2,57.3,1.06,1260.9,1764.35,807329,42,5873616,Other,masked,06/11/20 20:45:25,ramorgan2,289304285.0,66
58468.167,i,24.314,5.4218,4096,0.255,33.223,1.8719999999999999,105.2,113.9,1.02,25.4,823.81,803619,26,5791843,Other,masked,06/08/20 23:09:11,ashandonay,286152776.0,67
58459.315,r,120.36,7.3575,4608,0.441,31.757,2.337,31.4,13.5,1.04,987.46,25.72,800505,52,5709196,Other,masked,06/11/20 20:46:36,ashandonay,282019737.0,67
58419.057,g,44.816,6.9701,4096,0.307,31.61,2.156,25.4,9.9,0.89,587.83,1955.71,788062,39,5536354,Other,masked,06/11/20 21:02:25,ashandonay,270496987.0,68
58471.173,z,288.15,33.717,4096,0.44,31.401,2.358,102.1,67.7,0.93,21.47,620.9,804501,10,5863537,Other,masked,06/19/20 21:11:28,ashandonay,286298264.0,69
58483.092,g,24.609,2.6337,4096,0.21,32.954,2.26,34.4,34.8,0.96,2016.66,483.61,807629,32,5869234,Other,masked,06/19/20 21:09:57,ashandonay,290100401.0,69
58452.209,r,29.022,4.2319,4096,0.335,31.749000000000002,1.456,31.1,11.5,0.98,28.45,3014.06,797906,40,5633494,Other,masked,06/17/20 17:55:37,ramorgan2,277094996.0,71
58468.157999999996,i,21.266,4.607,4096,0.373,33.216,1.776,102.4,109.6,1.04,1760.95,3150.04,803617,29,5802398,Other,lensy,06/19/20 13:02:14,ramorgan2,286166653.0,71
58390.061,r,108.01,12.555,4096,0.34,31.264,1.919,40.3,13.7,1.03,2025.41,400.5,778763,28,5504123,Other,maksed,06/18/20 09:27:07,ramorgan2,267699855.0,71
58462.11,r,225.72,7.5509,4610,0.508,31.759,2.2769999999999997,31.3,14.6,0.98,1868.67,4075.04,801478,36,5744703,Other,masked,06/25/20 13:39:30,ramorgan2,283916464.0,71
58437.018,z,93.984,22.213,4096,0.365,31.462,1.869,106.4,45.7,0.94,23.59,2337.67,794003,30,5614104,Other,masked,06/19/20 13:08:18,ramorgan2,272975048.0,71
58448.151,i,55.511,7.2692,4096,0.428,31.696,1.384,61.0,27.9,1.01,2025.63,212.11,796358,27,5666562,Other,masked,06/18/20 09:20:31,ramorgan2,275087565.0,71
58437.018,z,168.09,23.69,4096,0.35,31.462,1.869,106.4,45.7,0.94,420.77,3795.98,794003,30,5614106,Other,masked,06/23/20 16:53:11,ramorgan2,272975101.0,71
58429.029,i,158.16,11.035,4096,0.4,31.686999999999998,1.81,66.4,24.8,1.02,432.25,21.52,791573,26,5566757,Other,masked,06/17/20 17:56:15,ramorgan2,271608063.0,71
58460.316,g,42.846,4.6303,4098,0.35200000000000004,31.539,2.191,19.3,8.5,1.05,2027.62,529.17,800898,62,5716888,Other,masked,06/18/20 09:24:30,ramorgan2,282439126.0,71
58390.060999999994,r,61.333999999999996,12.245999999999999,4096,0.397,31.264,1.919,40.3,13.7,1.03,1820.2,293.81,778763,28,5504122,Other,lensy,06/19/20 13:02:30,ramorgan2,267699852.0,72
58481.075,r,81.918,8.1115,4096,0.462,31.739,2.506,32.3,16.9,0.94,1975.96,3982.68,807008,18,5865199,Other,maksed,06/18/20 09:28:19,ramorgan2,288539972.0,72
58401.093,g,394.44,25.25,4098,0.38299999999999995,31.568,2.957,22.0,10.2,1.03,20.36,447.33,781998,8,5534823,Other,masked and saturated,06/19/20 13:14:39,ramorgan2,268474300.0,72
58419.066,i,145.13,11.335,4096,0.46299999999999997,31.680999999999997,1.9969999999999999,62.5,29.2,1.02,2027.87,3845.99,788068,49,5536912,Other,masked,06/19/20 13:49:39,ramorgan2,270554676.0,73
58390.121,i,76.846,12.705,4096,0.47,31.605,1.909,73.8,25.7,0.99,647.12,4003.25,778803,23,5813942,Other,super lensy,06/19/20 13:30:55,ramorgan2,267981420.0,73
58451.309,r,39.669,5.011,4096,0.479,31.762,1.445,44.6,12.9,0.99,1091.41,4074.32,797594,37,5918773,Other,masked,06/23/20 16:53:06,ramorgan2,276898723.0,73
58430.09099999999,g,37.778,5.7174,4608,0.335,31.583,2.468,23.9,8.5,0.92,24.92,3162.25,792010,16,5911153,Other,masked,06/23/20 16:53:50,ramorgan2,271384151.0,74
58437.21400000001,i,65.98899999999999,10.531,4098,0.308,31.672,1.784,64.7,27.2,1.05,21.08,550.68,794134,22,5684444,Other,masked,06/23/20 16:55:10,ramorgan2,273216699.0,74
58437.246,i,51.412,9.1513,4096,0.465,31.677,1.801,60.7,23.7,1.01,482.82,494.19,794157,54,5609629,Other,lensy,06/23/20 16:56:18,ramorgan2,273312007.0,74
58371.358,i,55.947,10.368,4096,0.355,31.728,1.829,62.9,30.1,0.92,25.37,3817.1,771596,38,5464963,Other,masked,06/23/20 16:53:23,ramorgan2,264473044.0,74
58392.372,z,140.46,22.857,4096,0.313,31.435,1.76,93.4,59.0,0.97,290.65,2389.55,779683,54,5820031,Other,masked,06/23/20 22:24:54,ashandonay,268421805.0,76
58481.075,r,36.084,7.0692,4096,0.613,31.739,2.506,32.3,16.9,0.94,1785.44,106.81,807008,18,5865195,Other,masked,07/01/20 00:34:35,ashandonay,288539896.0,76
58439.13,i,43.742,8.3938,4096,0.36,31.721999999999998,1.645,66.3,23.9,0.91,1832.88,31.55,794870,7,5648703,Other,masked,06/23/20 22:30:06,ashandonay,275157274.0,76
58448.246,i,157.54,9.214,4608,0.349,31.704,1.414,70.7,27.3,1.0,1833.1,21.4,796422,14,5736301,Other,masked,07/01/20 00:32:10,ashandonay,274967363.0,76
58437.246,i,156.86,9.692,4098,0.628,31.677,1.801,60.7,23.7,1.01,2025.58,3892.89,794157,54,5609646,Other,masked,06/23/20 22:31:02,ashandonay,273312225.0,76
58483.155,r,22.221999999999998,3.0256,4096,0.34299999999999997,33.069,1.905,59.7,52.2,0.91,233.51,23.27,807645,7,5878924,Other,masked,06/23/20 22:29:21,ashandonay,290418153.0,76
58460.308,r,28.929000000000002,5.7504,4096,0.44,31.76,2.1590000000000003,31.7,16.8,0.98,1713.89,3498.29,800892,36,5770639,Other,masked,06/23/20 22:33:10,ashandonay,282508794.0,76
58429.309,r,54.28,8.7303,4096,0.312,31.746,2.013,39.4,31.5,0.98,1050.79,3119.55,791758,32,5912162,Other,lensy,06/23/20 16:58:13,ramorgan2,292524576.0,77
58452.267,r,168.89,7.407999999999999,4610,0.667,31.741999999999997,1.568,38.7,13.8,1.0,451.6,23.41,797946,46,5762456,Other,masked,06/25/20 13:39:40,ramorgan2,284691578.0,78
58375.21,r,67.419,5.7678,4096,0.405,31.759,2.023,29.9,14.2,1.01,2026.84,3313.74,773311,44,5470248,Other,masked,06/23/20 17:09:39,ramorgan2,264945993.0,78
58480.147,z,190.3,15.924,4610,0.075,32.986,2.145,153.5,157.1,0.97,722.19,2200.26,806758,14,5899882,Other,saturated,06/23/20 17:04:35,ramorgan2,288402797.0,78
58438.212999999996,i,59.952,10.700999999999999,4096,0.322,31.685,1.8940000000000001,61.8,26.4,1.02,378.93,3111.59,794525,26,5587095,Other,lensy,06/25/20 13:25:05,ramorgan2,273675376.0,79
58429.14900000001,i,63.07,10.57,4096,0.335,31.699,1.7990000000000002,68.8,25.3,0.92,1917.8,2853.46,791649,38,5561462,Other,lensy,06/25/20 13:51:05,ramorgan2,271860645.0,79
58401.093,g,514.44,19.797,4098,0.414,31.568,2.957,22.0,10.2,1.03,20.31,1732.65,781998,8,5534825,Other,masked,06/25/20 13:29:35,ramorgan2,268474309.0,79
58380.350999999995,r,38.525999999999996,6.3509,4096,0.451,31.766,2.13,35.8,15.4,0.96,2027.93,3244.1,775552,48,5497444,Other,masked,06/25/20 13:57:41,ramorgan2,267168386.0,80
58430.21900000001,g,26.535,4.9609,4096,0.34,31.59800000000001,2.358,24.6,10.2,0.95,1725.7,3932.34,792091,36,5848850,Other,lensy,06/26/20 19:42:30,ramorgan2,271559927.0,80
58459.21400000001,r,52.299,5.81,4096,0.5660000000000001,31.785,2.281,31.2,17.5,1.05,225.88,239.32,800438,49,5700332,Other,lensy,06/26/20 19:43:55,ramorgan2,281759702.0,83
58466.05,i,117.79,6.5808,4096,0.5,33.226,1.991,120.6,102.4,0.95,1131.25,20.94,802855,39,5802678,Other,masked,06/28/20 17:12:44,ramorgan2,285335468.0,89
58459.199,r,358.09,17.358,4608,0.438,31.775,2.273,30.6,15.1,0.91,125.12,3708.06,800427,7,5752706,Other,masked,06/28/20 17:10:29,ramorgan2,284277836.0,92
58463.106,i,50.03100000000001,8.8511,4096,0.335,31.695,2.115,45.7,29.4,1.02,2025.7,781.44,801874,53,5742269,Other,masked,06/28/20 17:11:13,ramorgan2,283767652.0,93
58439.21900000001,z,90.655,20.873,4096,0.33,31.465,2.202,94.7,37.2,0.97,2025.42,3335.8,794925,37,5838102,Other,masked,06/28/20 17:11:20,ramorgan2,275211179.0,93
58370.39900000001,i,106.85,9.4007,4096,0.475,31.737,1.961,52.5,28.7,1.03,1708.05,21.15,771211,34,5809379,Other,maksed,06/28/20 17:12:54,ramorgan2,286426124.0,96
58439.21900000001,z,161.27,21.604,4096,0.375,31.465,2.202,94.7,37.2,0.97,2025.85,2982.44,794925,37,5603690,Other,masked,06/28/20 17:17:56,ramorgan2,275211154.0,100
58481.055,r,68.52199999999999,8.1534,4098,0.365,31.741,2.2,32.1,23.2,1.0,2025.08,3804.05,806996,46,5863559,Other,masked,06/28/20 17:21:53,ramorgan2,288464256.0,106
58465.1,i,80.34899999999998,8.4452,4096,0.4,31.69400000000001,1.9380000000000002,46.8,25.5,1.05,2024.8,3031.68,802552,42,5771325,Other,masked,06/28/20 19:27:59,ramorgan2,285135328.0,111
58390.075,i,167.66,15.456,4096,0.375,31.371,1.707,62.8,21.4,0.97,853.45,4029.82,778773,11,5505210,Other,masked,06/28/20 17:28:06,ramorgan2,267800164.0,112
58429.253,r,144.11,7.0228,12288,0.92,31.754,2.037,37.4,19.9,0.99,1622.42,1598.26,791718,55,5911869,Other,super lensy,06/28/20 19:22:14,ramorgan2,292568991.0,115
58438.136,i,3133.8,50.563,4098,0.418,31.673000000000002,1.848,66.8,26.6,0.96,1853.83,130.43,794474,10,5605431,Other,masked,06/28/20 19:31:19,ramorgan2,275316099.0,116
58431.298,g,35.863,6.2249,4096,0.313,31.625,2.614,20.9,11.4,1.01,1511.53,24.92,792536,29,5568766,Other,masked,07/09/20 15:12:49,ramorgan2,272565506.0,116
58409.335,i,79.813,10.517000000000001,4096,0.68,31.726,2.092,54.4,25.4,0.96,187.73,1834.54,784716,32,5522648,Other,lensy,06/28/20 19:29:10,ramorgan2,269214888.0,122
58481.121,g,78.809,4.2228,4608,0.133,32.965,2.424,35.2,41.4,1.04,1255.16,2757.32,807029,41,5870165,Other,masked,06/28/20 19:32:32,ramorgan2,288771332.0,125
58464.185,i,54.836999999999996,8.7463,4096,0.3,31.714000000000002,2.056,50.1,22.8,0.95,1051.5,21.57,802260,56,5780687,Other,masked,06/28/20 19:32:14,ramorgan2,284305585.0,125
58483.168,r,98.535,5.5652,4098,0.16699999999999998,33.063,2.218,58.7,47.6,0.91,316.92,1248.42,807648,3,5878809,Other,masked,07/02/20 19:53:09,ashandonay,290384273.0,130
58466.05,i,29.1,5.6121,4096,0.20800000000000002,33.226,1.9909999999999999,120.6,102.4,0.95,1572.75,1503.09,802855,39,5805136,Other,masked,07/02/20 20:48:26,ashandonay,285335550.0,131
58438.28599999999,r,28.1,4.7611,4096,0.41,31.764,1.7,35.5,15.8,0.96,1791.58,4063.66,794577,30,5743037,Other,masked,07/01/20 00:47:32,ashandonay,273699007.0,131
58437.114,i,108.33,10.729000000000001,4098,0.395,31.686,1.672,72.9,27.5,1.03,2028.44,2858.39,794065,28,5615063,Other,masked,07/02/20 20:59:46,ashandonay,273075762.0,132
58461.167,z,156.98,17.271,4096,0.345,31.461,1.933,76.9,56.9,0.95,22.05,962.34,801180,33,5720600,Other,masked,07/02/20 19:57:22,ashandonay,282753689.0,138
58411.359000000004,i,54.955,9.4457,4096,0.335,31.717,1.784,62.6,27.5,1.0,875.02,4066.66,785515,37,5561894,Other,masked,07/02/20 20:15:45,ashandonay,269934148.0,140
58448.268,i,72.22399999999998,8.1053,4096,0.374,31.701,1.337,66.9,25.3,1.04,548.1,20.88,796438,21,5661632,Other,masked,07/02/20 20:34:23,ashandonay,274841157.0,141
58438.231,i,51.413000000000004,10.62,4096,0.332,31.708000000000002,1.609,66.3,23.8,0.94,1866.34,974.65,794537,18,5614734,Other,masked,07/02/20 20:14:28,ashandonay,275837666.0,142
58453.2,g,90.333,7.0883,4608,0.449,31.587,1.87,19.8,9.8,1.03,2028.73,1117.23,798279,15,5657249,Other,masked,07/02/20 20:16:48,ashandonay,277992689.0,143
58430.351,i,508.42,41.44,4610,0.3,31.72300000000001,2.133,55.3,23.1,0.95,1103.35,25.6,792179,56,5833274,Other,masked,07/03/20 21:42:27,ashandonay,287335336.0,145
58482.099,g,12.58,2.5467,4096,0.25,32.97,2.244,35.3,38.0,0.95,1638.71,24.76,807315,27,5767864,Other,masked,07/03/20 21:58:42,ashandonay,289152733.0,148
58437.213,r,41.058,6.3407,4096,0.383,31.721,1.777,40.9,14.7,1.01,30.82,273.0,794133,15,5579856,Other,masked,07/03/20 21:38:11,ashandonay,273220092.0,149
58480.093,g,97.929,8.6724,4096,0.332,31.627,2.513,20.0,9.6,1.05,715.66,914.76,806723,42,5858898,Other,masked,07/08/20 21:30:04,ashandonay,288318026.0,153
58480.067,r,84.04,6.5565,4098,0.23,33.07,2.455,54.3,50.0,0.91,1032.43,1130.0,806708,3,5857365,Other,off center bad sub,07/06/20 14:05:04,ramorgan2,288195783.0,156
58429.044,r,84.085,11.234000000000002,4098,0.359,31.747,2.4930000000000003,45.1,19.4,1.06,2027.16,3635.63,791584,22,5910810,Other,masked,07/06/20 14:05:46,ramorgan2,292482676.0,157
58469.153,i,30.743000000000002,7.2063,4096,0.265,33.22,1.87,131.7,116.4,0.99,468.1,2488.76,803963,23,5773361,Other,hilariously bad,07/06/20 14:08:00,ramorgan2,286260867.0,161
58451.115,r,64.347,6.1537,4096,0.47100000000000003,31.764,1.6440000000000001,35.4,16.8,0.91,91.44,460.87,797461,3,5641707,Other,could just be a bad sub on the host with a faint real transient,07/06/20 14:14:50,ramorgan2,277816312.0,164
58462.108,i,88.001,12.455,4096,0.345,31.695,2.342,54.0,43.2,1.01,34.92,3233.84,801477,27,5744320,Other,masked,07/07/20 23:03:32,ashandonay,283902155.0,168
58455.163,r,37.596,7.1338,4096,0.345,31.759,2.4659999999999997,30.8,15.6,0.98,507.69,1867.81,799007,40,5690926,Other,masked,07/08/20 21:21:10,ashandonay,281462044.0,173
58454.097,g,54.466,9.1993,4096,0.308,31.605999999999998,1.831,20.7,10.7,1.08,2018.24,2836.09,798586,21,5653708,Other,masked,07/08/20 21:26:12,ashandonay,278635009.0,175
58439.137,i,63.601000000000006,8.9494,4096,0.32299999999999995,31.721,1.681,63.9,44.7,1.02,33.96,1050.14,794875,53,5612931,Other,masked,07/08/20 21:35:51,ashandonay,275746773.0,182
58483.147000000004,r,13.124,2.8983,4096,0.23,33.080999999999996,1.925,57.1,49.7,0.98,263.44,255.11,807643,14,5776662,Other,masked,07/08/20 21:35:42,ashandonay,290313183.0,182
58428.111,r,39.422,6.1614,4096,0.32,31.737,2.123,33.9,12.3,0.96,782.69,4073.77,791228,30,5828085,Other,masked,07/08/20 21:50:45,ashandonay,287170330.0,185
58430.27,r,87.435,6.7458,4098,0.345,31.763,2.2,35.1,15.4,0.93,110.02,2023.22,792126,4,5838124,Other,masked,07/08/20 21:39:39,ashandonay,287503881.0,186
58448.242999999995,i,63.74100000000001,8.4148,4096,0.308,31.695999999999998,1.4140000000000001,70.9,24.3,0.96,2020.74,3083.83,796420,59,5762604,Other,masked,07/08/20 21:41:10,ashandonay,275002786.0,188
58455.197,g,22.669,4.3734,4096,0.385,31.626,2.211,17.6,9.6,1.07,839.26,3742.2,799025,20,5681881,Other,lensy af,07/09/20 15:34:33,ramorgan2,280769301.0,205
58459.265,g,201.16,17.16,4098,0.385,31.636999999999997,2.4819999999999998,19.2,9.5,0.93,833.93,20.52,800472,56,5709981,Other,masked,07/09/20 22:20:34,ashandonay,282147490.0,211
58453.325999999994,r,37.823,4.8111,4096,0.38,31.735,1.609,34.8,14.1,1.05,658.61,348.72,798369,26,5738697,Other,masked,07/09/20 22:02:12,ashandonay,283587782.0,217
58379.375,g,68.443,8.999,4096,0.35,31.635,2.927,24.0,9.8,0.92,2028.11,2567.49,775193,40,5497855,Other,masked,07/10/20 00:11:24,ashandonay,266347303.0,228
58467.117,r,66.543,11.01,4096,0.325,31.735,2.661,40.8,10.3,1.01,467.12,2085.14,803219,27,5785585,Other,lensy i think,07/10/20 00:17:59,ramorgan2,285668122.0,233
58410.222,z,92.79899999999999,17.959,4096,0.496,31.465,2.276,75.7,40.8,0.99,1466.9,74.0,785046,43,5762176,Other,lens ?,07/10/20 10:33:19,tabbutt,269455933.0,246
58457.316,g,97.28399999999999,14.612,4098,0.315,31.641,3.361,20.2,13.8,1.03,1980.3,305.17,799851,43,5702576,Other,lensy,07/10/20 10:30:19,ramorgan2,280919282.0,250
58439.29,g,18.919,4.5126,4098,0.31,31.655,2.103,19.9,9.9,0.95,804.84,23.13,794973,25,5732199,Other,mask,07/10/20 10:33:31,tabbutt,283292939.0,253
58453.305,r,27.928,4.9615,4096,0.375,31.75,1.578,37.2,14.3,0.98,1718.04,3909.09,798354,36,5648411,Other,mask,07/10/20 10:33:46,tabbutt,278284534.0,253
58464.15900000001,z,254.98,16.437,4096,0.31,31.471,1.656,83.1,38.3,0.95,26.44,194.89,802242,34,5749479,Other,mask,07/10/20 10:37:49,tabbutt,284138893.0,256
58453.305,r,48.631,4.8615,4096,0.511,31.75,1.578,37.2,14.3,0.98,1744.41,4073.85,798354,36,5648391,Other,mask,07/10/20 10:38:10,tabbutt,278284368.0,257
58437.321,g,29.784,3.9507,4096,0.563,31.601,1.96,20.6,9.8,1.03,741.65,4067.82,794211,43,5583645,Other,mask,07/10/20 14:19:11,tabbutt,273380322.0,267
58376.371,g,21.36,5.7792,4098,0.32299999999999995,31.655,3.1910000000000003,19.0,9.4,1.02,1356.02,3870.09,773838,53,5481098,Other,lens ?,07/13/20 18:54:57,tabbutt,265641286.0,268
58450.328,z,211.79,20.47,12288,0.785,31.401999999999997,1.659,92.5,66.0,0.98,1663.13,1076.89,797224,51,5624107,Other,masked,07/10/20 21:04:36,ashandonay,276552586.0,274
58371.378,r,146.83,7.0917,4096,0.535,31.773000000000003,2.0340000000000003,36.1,16.6,0.96,2028.49,1853.81,771610,33,5465843,Other,masked,07/10/20 18:08:20,ramorgan2,264541524.0,281
58454.26,r,319.11,46.762,4098,0.307,31.76,1.736,31.4,18.0,1.02,924.51,1590.48,798697,21,5804322,Other,masked,07/11/20 16:45:44,ramorgan2,279047656.0,283
58449.272000000004,z,68.365,12.709000000000001,4096,0.365,31.38300000000001,1.3559999999999999,79.4,50.8,0.93,23.51,634.43,796810,5,5797611,Other,masked,07/11/20 16:44:17,ramorgan2,275967010.0,284
58468.054,z,73.384,12.913,4096,0.384,32.92,1.711,162.4,157.8,0.97,1936.16,1400.08,803529,37,5799171,Other,masked,07/13/20 23:47:17,ashandonay,286035436.0,295
58437.328,r,28.859,5.8117,4096,0.335,31.748,1.611,37.1,14.5,0.98,1020.98,599.33,794216,36,5913570,Other,,07/13/20 23:31:43,ramorgan2,284373260.0,297
58458.316,g,61.621,6.6032,4096,0.5670000000000001,31.608,3.084,21.4,9.5,0.95,111.5,3957.71,800170,30,5687915,Other,masked,07/13/20 23:42:17,ashandonay,281277586.0,299
58437.166,i,99.89399999999999,11.546,4096,0.353,31.706,1.875,68.2,27.1,0.93,2028.53,2160.39,794100,1,5578823,Other,mask,07/13/20 19:01:38,tabbutt,273159807.0,303
58410.33,g,197.21,12.259,4096,0.35,31.615,4.025,21.7,9.7,1.07,694.93,489.32,785114,20,5820732,Other,lensy,07/14/20 12:32:19,ramorgan2,269585475.0,321
58455.055,g,34.18,4.7595,4096,0.47,31.637,1.823,22.3,11.2,1.01,1654.39,281.73,798941,29,5662134,Other,weird galaxy shape,07/14/20 12:36:27,ramorgan2,281270329.0,322
58459.066,i,219.0,11.167,4098,0.65,31.709,2.241,56.1,28.8,0.99,263.77,4074.72,800383,23,5696226,Other,masked,07/14/20 20:44:57,ashandonay,281638141.0,340
58459.265,g,40.235,4.8729,4096,0.375,31.624000000000002,2.397,18.8,9.5,1.02,986.9,4075.16,800472,54,5709671,Other,masked,07/14/20 21:17:56,ashandonay,282091153.0,345
58468.054000000004,z,62.39100000000001,12.003,4096,0.24100000000000002,32.92,1.7109999999999999,162.4,157.8,0.97,1941.6,1961.73,803529,37,5793639,Other,masked,07/14/20 21:34:03,ashandonay,286035517.0,349
58466.05,i,33.514,5.5920000000000005,4096,0.303,33.223,2.026,121.1,107.6,0.96,1888.98,372.68,802855,24,5808326,Other,lensy,07/15/20 13:17:40,ramorgan2,285327700.0,357
58452.301,r,88.8,6.5464,4096,0.332,31.75800000000001,1.54,41.6,16.3,0.96,463.61,39.99,797969,23,5764547,Other,,07/15/20 13:17:54,ramorgan2,283380354.0,359
58440.343,r,77.498,9.7706,4096,0.3,31.75800000000001,2.699,35.9,13.9,0.94,2028.79,235.41,795406,39,5606233,Other,masked,07/15/20 13:17:02,ramorgan2,274867867.0,360
58452.21900000001,g,34.231,4.0713,4096,0.51,31.591,1.664,20.1,8.8,1.07,43.33,3974.94,797913,17,5640232,Other,masked,07/17/20 00:17:26,ashandonay,277690740.0,373
58455.348,z,119.85,18.305,4096,0.257,31.443,1.939,79.9,49.1,0.94,2026.67,1030.9,799122,39,5700514,Other,masked,07/17/20 21:57:35,ashandonay,280584209.0,381
58437.154,i,118.05,9.8366,4610,0.442,31.691,1.766,67.0,29.8,1.02,1846.45,21.71,794092,26,5637941,Other,masked,07/17/20 22:09:24,ashandonay,273125328.0,384
58480.067,r,78.819,6.0044,4608,0.11,33.071999999999996,2.383,54.8,50.9,0.91,987.62,1270.19,806708,5,5882741,Other,masked,07/17/20 22:15:46,ashandonay,288240369.0,386
58459.056,g,72.163,5.3717,4096,0.5870000000000001,31.608,2.5340000000000003,20.2,9.0,1.0,349.23,22.62,800376,14,5732606,Other,masked,07/17/20 22:26:50,ashandonay,283325641.0,392
58438.21400000001,z,113.56,18.015,4096,0.31,31.401999999999997,1.818,88.8,39.2,0.93,2020.94,1140.78,794526,5,5743463,Other,masked,07/17/20 22:27:53,ashandonay,273653753.0,393
