,MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,OBJID,SNID
196,58905.282,i,62.57899999999999,7.5913,12288,0.725,32.406,1.6640000000000001,69.9,81.0,1.01,1866.34,722.01,938815,16,36224173,810033
197,58904.295,i,76.915,8.095,12288,0.755,32.441,1.81,66.2,59.6,0.97,1546.41,1217.83,938525,59,35371971,807151
198,58905.269,i,244.02,8.0843,12288,0.7709999999999999,32.43,1.6669999999999998,69.2,96.4,0.98,1690.01,1619.85,938806,45,36020071,794513
199,58907.253,i,249.81,8.6544,12288,0.723,32.580999999999996,1.776,89.3,109.9,0.98,1705.82,1672.14,939410,45,36903593,794513
200,58904.275,i,97.93700000000001,8.0837,12288,0.853,32.397,1.7619999999999998,66.8,49.4,1.0,1612.59,3539.95,938511,33,35161213,794207
201,58905.262,i,83.031,7.6153,12288,0.873,32.387,1.629,71.3,48.9,1.0,1708.52,3513.44,938801,33,35976794,794207
202,58907.239,i,87.665,7.9554,12288,0.903,32.543,1.6780000000000002,87.1,56.5,1.0,1668.28,3581.94,939405,33,36860809,794207
203,58913.248,i,82.81700000000001,13.884,12288,0.84,32.544000000000004,2.823,92.6,56.5,1.0,1640.02,3502.24,941222,33,37573772,794207
204,58904.295999999995,i,42.968999999999994,5.273,12288,0.902,32.318000000000005,1.7380000000000002,66.4,36.8,1.0,685.86,940.37,938526,50,35735246,816637
205,58905.282999999996,i,45.718999999999994,5.5476,12288,0.887,32.311,1.72,69.8,36.8,1.0,700.7,932.05,938816,50,36467557,816637
206,58907.280999999995,i,45.662,5.303,12288,0.82,32.461999999999996,1.56,87.5,42.0,1.0,718.33,969.7,939420,50,37364296,816637
207,58904.294,i,73.462,6.2518,12288,0.9329999999999999,32.342,1.966,68.8,38.2,1.01,190.7,3341.1,938524,37,35833284,818974
208,58905.28,i,83.259,5.7458,12288,0.943,32.33,1.685,72.8,37.8,1.01,196.01,3310.08,938814,37,36489430,818974
209,58907.275,i,91.042,5.9226,12288,0.9229999999999999,32.492,1.699,88.2,43.9,1.01,228.18,3370.96,939418,37,37389345,818974
210,58913.28599999999,i,92.35799999999999,9.6088,12288,0.9329999999999999,32.489000000000004,2.6639999999999997,89.6,43.8,1.01,183.17,3329.7,941235,37,37734811,818974
211,58904.295,i,111.99,8.352,12288,0.963,32.418,1.828,67.7,98.8,1.01,1258.44,2320.08,938525,40,35328138,808021
212,58905.282,i,95.32,7.7536,12288,0.9129999999999999,32.409,1.666,71.3,98.5,1.01,1267.67,2294.13,938815,40,36121938,808021
213,58907.278,i,87.749,8.2522,12288,0.893,32.565,1.67,97.0,113.1,1.01,1291.27,2338.87,939419,40,37028500,808021
